"PDB ID";"resolution";"releaseDate";"StructureWeight";"PolymerWeight";"NonpolymerWeight";"NonpolymerWeightNowater";"WaterWeight";"atomCount";"hetatmCount";"allAtomCount";"allAtomCountLn";"aaCount";"ligandCount";"ligandBondRotationFreedom";"aaLigandCount";"aaLigandCountNowater";"aaLigandCountFiltered";"ligandRatio";"hetatmCountNowater";"ligandCountNowater";"ligandRatioNowater";"hetatmCountFiltered";"ligandCarbonChiraAtomCountFiltered";"ligandCountFiltered";"ligandRatioFiltered";"hetatmCountMetal";"ligandCountMetal";"ligandRatioMetal";"hetatmCountNometal";"ligandCountNometal";"ligandRatioNometal";"hetatmCountNowaterNometal";"ligandCountNowaterNometal";"ligandRatioNowaterNometal";"hetatmCountFilteredMetal";"ligandCountFilteredMetal";"ligandRatioFilteredMetal";"hetatmCountFilteredNometal";"ligandCountFilteredNometal";"ligandRatioFilteredNometal";"clashscore";"RamaOutliers";"SidechainOutliers";"ClashscorePercentile";"RamaOutliersPercentile";"SidechainOutliersPercentile";"combinedGeometryQuality";"DCC_R";"DCC_Rfree";"absolute-percentile-DCC_Rfree";"AngleRMSZstructure";"BondRMSZstructure";"RSRZoutliers";"RSRZoutliersPercentile";"combinedXrayQualityMetric";"combinedOverallQualityMetric";"highestChainBondsRMSZ";"highestChainAnglesRMSZ";"averageResidueRSR";"ChiralProblemLigandRatio";"GoodLigandRatio";"TopologyProblemLigandRatio";"LigandTopologyProblemsPrecise";"LigandTopologyCarbonChiraProblemsPrecise";"ChiraProblemsPrecise";"GoodLigandRatioBinary";"LigandTopologyProblemsPreciseBinary";"LigandTopologyCarbonChiraProblemsPreciseBinary";"ChiraProblemsPreciseBinary";"averageLigandRSR";"averageLigandAngleRMSZ";"averageLigandBondRMSZ";"averageLigandRSCC";"ligandRSCCoutlierRatio";"AssemblyTotalWeight";"AssemblyBiopolymerCount";"AssemblyUniqueBiopolymerCount";"AssemblyLigandCount";"AssemblyUniqueLigandCount";"AssemblyWaterCount";"AssemblyBiopolymerWeight";"AssemblyLigandWeight";"AssemblyWaterWeight";"averageResidueRSCC";"residueRSCCoutlierRatio";"AssemblyLigandFlexibility";"averageLigandRSCCsmallLigs";"averageLigandRSCClargeLigs";"absolute-percentile-RNAsuiteness"
"114l";1.8;1993;21.5358;18.6424;2893.39;227.172;2666.22;1292;158;1450;7.27932;164;152;"nan";316;168;164;1.03947;10;4;2.5;0;0;0;"nan";0;0;"nan";158;152;1.03947;10;4;2.5;0;0;"nan";0;0;"nan";2.66;0;1.48;82.5;100;67.5;81.2215;0.15;"nan";"nan";1.27;0.95;0;100;"nan";"nan";0.95;1.27;0.105699;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1245;0.325;0.45;0.922;0;18.888;1;1;4;2;1;18.6424;227.172;18.015;0.935897;0.0608974;0.555555;0.922;"nan";"nan"
"115d";1.7;1993;6.64399;5.11271;1531.28;0;1531.28;241;165;406;6.00635;8;89;0.818182;97;12;12;1.85393;80;4;20;84;12;4;21;0;0;"nan";165;89;1.85393;80;4;20;0;0;"nan";84;4;21;4.05;"nan";"nan";68.2;"nan";"nan";"nan";"nan";"nan";"nan";2.55;1.64;"nan";"nan";"nan";"nan";1.79;2.69;"nan";0;1;0;0;0;0;1;0;0;0;"nan";3.6925;1.9175;"nan";"nan";5.149;2;1;0;0;2;5.11271;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"115l";1.8;1993;21.4617;18.6404;2821.33;227.172;2594.16;1292;154;1446;7.27656;164;148;"nan";312;168;164;1.04054;10;4;2.5;0;0;0;"nan";0;0;"nan";154;148;1.04054;10;4;2.5;0;0;"nan";0;0;"nan";5.31;0;2.96;57.3;100;44;59.7856;0.15;"nan";"nan";1.4;1.01;0;100;"nan";"nan";1.01;1.4;0.106315;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1065;0.865;0.6;0.929;0;18.886;1;1;4;2;1;18.6404;227.172;18.015;0.934026;0.0584416;0.555555;0.929;"nan";"nan"
"116d";2.5;1993;4.38399;3.66339;720.6;0;720.6;242;40;282;5.64191;12;40;"nan";52;12;12;1;0;0;"nan";0;0;0;"nan";0;0;"nan";40;40;1;0;0;"nan";0;0;"nan";0;0;"nan";13.19;"nan";"nan";20.6;"nan";"nan";"nan";0.15;"nan";"nan";2.79;1.74;0;100;"nan";"nan";1.74;2.79;0.280308;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.363;2;1;0;0;2;7.32678;0;36.03;0.885923;0.134615;"nan";"nan";"nan";"nan"
"117d";2.55;1993;4.25789;3.66339;594.495;0;594.495;242;33;275;5.61677;12;33;"nan";45;12;12;1;0;0;"nan";0;0;0;"nan";0;0;"nan";33;33;1;0;0;"nan";0;0;"nan";0;0;"nan";21.11;"nan";"nan";9.2;"nan";"nan";"nan";0.15;"nan";"nan";2.59;1.54;0;100;"nan";"nan";1.54;2.59;0.297444;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.363;2;1;0;0;2;7.32678;0;36.03;0.877889;0.2;"nan";"nan";"nan";"nan"
"117e";2.15;1998;73.382;64.4788;8903.23;724.417;8178.81;4465;477;4942;8.50553;286;465;"nan";751;297;286;1.02581;23;11;2.09091;0;0;0;"nan";8;8;1;469;457;1.02626;15;3;5;0;0;"nan";0;0;"nan";8.01;0;2.92;39.2;100;45.3;52.0967;0.18;0.24;48.3;0.6;0.4;0;100;65.1382;26.3674;0.4;0.61;0.105636;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.0933333;0.58;0.66;0.978;0;65.239;2;1;11;2;2;64.4788;724.417;36.03;0.945727;0.0116959;0.727273;0.978;"nan";"nan"
"118d";1.64;1993;3.18424;2.42761;756.63;0;756.63;160;42;202;5.30827;8;42;"nan";50;8;8;1;0;0;"nan";0;0;0;"nan";0;0;"nan";42;42;1;0;0;"nan";0;0;"nan";0;0;"nan";11.9;"nan";"nan";23.9;"nan";"nan";"nan";0.17;"nan";"nan";2.46;1.52;0;100;"nan";"nan";1.52;2.46;0.31714;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.891;2;1;0;0;2;4.85521;0;36.03;0.77712;0.4;"nan";"nan";"nan";"nan"
"118l";1.8;1993;21.8981;18.6444;3253.69;227.172;3026.52;1292;178;1470;7.29302;164;172;"nan";336;168;164;1.03488;10;4;2.5;0;0;0;"nan";0;0;"nan";178;172;1.03488;10;4;2.5;0;0;"nan";0;0;"nan";5.7;0;0.74;54.2;100;85.3;74.6761;0.14;"nan";"nan";1.3;0.98;0;100;"nan";"nan";0.98;1.3;0.120705;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1395;0.5;0.6;0.897;0;18.89;1;1;4;2;1;18.6444;227.172;18.015;0.929518;0.0993976;0.555555;0.897;"nan";"nan"
"119d";2.25;1993;9.81717;7.32481;2492.36;24.305;2468.06;485;138;623;6.43455;12;138;"nan";150;13;12;1;1;1;1;0;0;0;"nan";1;1;1;137;137;1;0;0;"nan";0;0;"nan";0;0;"nan";17.08;"nan";"nan";13.5;"nan";"nan";"nan";0.18;"nan";"nan";2.9;1.77;0;100;"nan";"nan";1.85;2.95;0.321117;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.385;2;1;1;1;2;7.32481;24.305;36.03;0.774827;0.388889;1;"nan";"nan";"nan"
"119l";1.65;1993;21.772;18.6444;3127.59;227.172;2900.41;1292;171;1463;7.28824;164;165;"nan";329;168;164;1.03636;10;4;2.5;0;0;0;"nan";0;0;"nan";171;165;1.03636;10;4;2.5;0;0;"nan";0;0;"nan";4.94;0;3.68;60.8;100;36.9;56.0249;0.16;"nan";"nan";1.32;1;0;100;"nan";"nan";1;1.32;0.120809;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.116;0.375;0.59;0.837;0.5;18.89;1;1;4;2;1;18.6444;227.172;18.015;0.912172;0.116923;0.555555;0.837;"nan";"nan"
"11as";2.5;1998;75.0442;73.2667;1777.5;264.236;1513.26;5117;102;5219;8.56006;330;86;"nan";416;332;330;1.18605;18;2;9;0;0;0;"nan";0;0;"nan";102;86;1.18605;18;2;9;0;0;"nan";0;0;"nan";19.84;0.92;20.19;10.4;19;1.2;3.05462;"nan";"nan";"nan";0.72;0.43;"nan";"nan";"nan";"nan";0.43;0.72;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.305;0.335;"nan";"nan";73.567;2;1;2;1;2;73.2667;264.236;36.03;"nan";"nan";0.1875;"nan";"nan";"nan"
"11ba";2.06;1999;30.6459;27.2653;3380.62;1435;1945.62;1924;201;2125;7.66153;124;113;0.813953;237;129;126;1.77876;93;5;18.6;78;16;2;39;0;0;"nan";201;113;1.77876;93;5;18.6;0;0;"nan";78;2;39;4.05;0;5;68.2;100;26.7;48.2968;"nan";"nan";"nan";1.21;0.65;"nan";"nan";"nan";"nan";0.65;1.25;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.386;1.002;"nan";"nan";28.736;2;1;5;2;2;27.2653;1435;36.03;"nan";"nan";0.0477612;"nan";"nan";"nan"
"11bg";1.9;1999;32.6253;27.2653;5359.99;3126.13;2233.86;1881;281;2162;7.67879;124;136;0.818182;260;136;128;2.06618;157;12;13.0833;160;32;4;40;0;0;"nan";281;136;2.06618;157;12;13.0833;0;0;"nan";160;4;40;4.81;0;2.27;61.6;100;53.3;66.6733;"nan";"nan";"nan";0.81;0.72;"nan";"nan";"nan";"nan";0.75;0.81;"nan";0;0.25;0.75;0.2875;0.2875;0;0;1;1;0;"nan";1.4;0.8425;"nan";"nan";30.427;2;1;12;2;2;27.2653;3126.13;36.03;"nan";"nan";0.0392157;"nan";"nan";"nan"
"11gs";2.3;1999;51.5015;46.7555;4746.01;1611.4;3134.61;3261;276;3537;8.17103;210;180;0.76;390;216;216;1.53333;102;6;17;102;4;6;17;0;0;"nan";276;180;1.53333;102;6;17;0;0;"nan";102;6;17;8.65;0.49;5.71;35.7;30.8;22.6;28.646;0.21;0.26;28.4;0.62;0.45;3.37;44.9;34.7929;-2.78053;0.46;0.62;0.169592;0;1;0;0;0;0;1;0;0;0;0.232333;1.34;2.30833;0.828;0.333333;48.403;2;1;6;3;2;46.7555;1611.4;36.03;0.920527;0.0525424;0.206368;"nan";0.828;"nan"
"120l";1.8;1993;22.0602;18.6444;3415.83;227.172;3188.66;1292;187;1479;7.29912;164;181;"nan";345;168;164;1.03315;10;4;2.5;0;0;0;"nan";0;0;"nan";187;181;1.03315;10;4;2.5;0;0;"nan";0;0;"nan";6.46;0;2.94;48.3;100;45.3;56.8408;0.16;"nan";"nan";1.4;1.06;0;100;"nan";"nan";1.06;1.4;0.116138;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.135;0.81;0.49;0.9035;0;18.89;1;1;4;2;1;18.6444;227.172;18.015;0.921469;0.0879765;0.555555;0.9035;"nan";"nan"
"121d";2.2;1994;8.60198;7.32481;1277.17;430.464;846.705;485;78;563;6.33328;12;48;0.71875;60;13;13;1.625;31;1;31;31;0;1;31;0;0;"nan";78;48;1.625;31;1;31;0;0;"nan";31;1;31;26.96;"nan";"nan";5.7;"nan";"nan";"nan";"nan";"nan";"nan";3.05;2.14;"nan";"nan";"nan";"nan";2.16;3.06;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.63;1.21;"nan";"nan";7.791;2;1;1;1;2;7.32481;430.464;36.03;"nan";"nan";0.224138;"nan";"nan";"nan"
"121p";1.54;1994;22.9336;18.8752;4058.44;545.513;3512.93;1321;228;1549;7.34536;166;197;0.794118;363;168;167;1.15736;33;2;16.5;32;4;1;32;1;1;1;227;196;1.15816;32;1;32;0;0;"nan";32;1;32;4.89;0.61;4.86;60.8;26.9;27.3;33.2402;"nan";"nan";"nan";1.54;0.73;"nan";"nan";"nan";"nan";0.73;1.54;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.27;2.61;"nan";"nan";38.877;2;1;4;2;2;37.7504;1091.03;36.03;"nan";"nan";0.576923;"nan";"nan";"nan"
"122d";1.7;1993;6.7866;6.12004;666.555;0;666.555;365;77;442;6.09131;10;39;0.818182;49;12;12;1.97436;40;2;20;42;6;2;21;0;0;"nan";77;39;1.97436;40;2;20;0;0;"nan";42;2;21;12.72;"nan";"nan";21.8;"nan";"nan";"nan";"nan";"nan";"nan";4.88;3.55;"nan";"nan";"nan";"nan";3.59;5.06;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.14;2.13;"nan";"nan";6.156;2;1;0;0;2;6.12004;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"122l";1.8;1993;21.772;18.6444;3127.59;227.172;2900.41;1292;171;1463;7.28824;164;165;"nan";329;168;164;1.03636;10;4;2.5;0;0;0;"nan";0;0;"nan";171;165;1.03636;10;4;2.5;0;0;"nan";0;0;"nan";1.9;0;2.21;90.2;100;54.8;76.2686;0.15;"nan";"nan";1.27;1.01;0;100;"nan";"nan";1.01;1.27;0.106132;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.126;0.23;0.615;0.9015;0;18.89;1;1;4;2;1;18.6444;227.172;18.015;0.924865;0.0861538;0.555555;0.9015;"nan";"nan"
"123d";1.7;1993;7.56124;6.12004;1441.2;0;1441.2;365;120;485;6.18415;10;82;0.818182;92;12;12;1.46341;40;2;20;42;6;2;21;0;0;"nan";120;82;1.46341;40;2;20;0;0;"nan";42;2;21;3.18;"nan";"nan";77.3;"nan";"nan";"nan";"nan";"nan";"nan";3.35;2.95;"nan";"nan";"nan";"nan";3.02;3.53;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.255;1.875;"nan";"nan";6.156;2;1;0;0;2;6.12004;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"123l";1.8;1993;21.7179;18.6444;3073.54;227.172;2846.37;1292;168;1460;7.28619;164;162;"nan";326;168;164;1.03704;10;4;2.5;0;0;0;"nan";0;0;"nan";168;162;1.03704;10;4;2.5;0;0;"nan";0;0;"nan";3.8;0;2.21;71.2;100;54.8;70.9335;0.15;"nan";"nan";1.27;0.96;0;100;"nan";"nan";0.96;1.27;0.122553;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1195;0.385;0.425;0.8995;0;18.89;1;1;4;2;1;18.6444;227.172;18.015;0.93427;0.0745342;0.555555;0.8995;"nan";"nan"
"124d";"nan";1993;4.95318;4.95318;0;0;0;508;0;508;6.23048;16;0;"nan";16;16;16;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";99.9;"nan";"nan";"nan";"nan";"nan";"nan";1.95;1.23;"nan";"nan";"nan";"nan";1.31;1.98;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.953;2;2;0;0;0;4.95318;0;0;"nan";"nan";"nan";"nan";"nan";66.1
"125l";1.85;1993;21.7539;18.6444;3109.57;227.172;2882.4;1292;170;1462;7.28756;164;164;"nan";328;168;164;1.03659;10;4;2.5;0;0;0;"nan";0;0;"nan";170;164;1.03659;10;4;2.5;0;0;"nan";0;0;"nan";5.7;0;2.21;54.2;100;54.8;64.2421;0.14;"nan";"nan";1.26;0.97;0;100;"nan";"nan";0.97;1.26;0.115725;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.129;0.6;0.5;0.911;0;18.89;1;1;4;2;1;18.6444;227.172;18.015;0.941608;0.0679012;0.555555;0.911;"nan";"nan"
"126d";2;1993;6.97274;6.09001;882.735;0;882.735;403;49;452;6.11368;10;49;"nan";59;10;10;1;0;0;"nan";0;0;0;"nan";0;0;"nan";49;49;1;0;0;"nan";0;0;"nan";0;0;"nan";19.23;"nan";"nan";11;"nan";"nan";"nan";0.19;"nan";"nan";5.56;4.71;0;100;"nan";"nan";4.76;5.83;0.148594;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.126;2;1;0;0;2;6.09001;0;36.03;0.896928;0.144928;"nan";"nan";"nan";"nan"
"126l";1.8;1993;21.7399;18.6303;3109.57;227.172;2882.4;1291;170;1461;7.28688;164;164;"nan";328;168;164;1.03659;10;4;2.5;0;0;0;"nan";0;0;"nan";170;164;1.03659;10;4;2.5;0;0;"nan";0;0;"nan";6.47;0;2.96;48.3;100;44;56.147;0.15;"nan";"nan";1.26;0.95;0;100;"nan";"nan";0.95;1.26;0.118778;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.149;0.42;0.49;0.888;0;18.876;1;1;4;2;1;18.6303;227.172;18.015;0.918364;0.104938;0.555555;0.888;"nan";"nan"
"127d";2;1994;9.9311;7.32678;2604.31;424.498;2179.82;485;153;638;6.45834;12;122;0.702703;134;13;13;1.2541;32;1;32;32;0;1;32;0;0;"nan";153;122;1.2541;32;1;32;0;0;"nan";32;1;32;54.12;"nan";"nan";1;"nan";"nan";"nan";"nan";"nan";"nan";3.3;2.07;"nan";"nan";"nan";"nan";2.09;3.36;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.26;3.06;"nan";"nan";7.787;2;1;1;1;2;7.32678;424.498;36.03;"nan";"nan";0.0491803;"nan";"nan";"nan"
"127l";1.85;1993;21.8835;18.6303;3253.12;262.625;2990.49;1291;177;1468;7.29166;164;171;"nan";335;169;164;1.03509;11;5;2.2;0;0;0;"nan";0;0;"nan";177;171;1.03509;11;5;2.2;0;0;"nan";0;0;"nan";6.46;0;3.7;48.3;100;36.9;51.8993;0.14;"nan";"nan";1.29;0.97;0;100;"nan";"nan";0.97;1.29;0.106834;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.138;0.685;0.525;0.939;0;18.911;1;1;5;2;1;18.6303;262.625;18.015;0.94016;0.0694864;0.644444;0.939;"nan";"nan"
"128d";2.5;1994;9.03241;7.38289;1649.52;424.498;1225.02;441;148;589;6.37843;12;71;0.75;83;15;15;2.08451;80;3;26.6667;82;6;3;27.3333;0;0;"nan";148;71;2.08451;80;3;26.6667;0;0;"nan";82;3;27.3333;143.03;"nan";"nan";0.1;"nan";"nan";"nan";"nan";"nan";"nan";3.61;2.34;"nan";"nan";"nan";"nan";2.4;3.73;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.89;1.96333;"nan";"nan";7.843;2;1;1;1;2;7.38289;424.498;36.03;"nan";"nan";0.0491803;"nan";"nan";"nan"
"128l";1.7;1993;21.7405;18.6303;3110.15;191.719;2918.43;1291;171;1462;7.28756;164;165;"nan";329;167;164;1.03636;9;3;3;0;0;0;"nan";0;0;"nan";171;165;1.03636;9;3;3;0;0;"nan";0;0;"nan";9.51;0;2.22;32.2;100;54.8;50.5867;0.16;"nan";"nan";1.29;0.98;0.62;88.9;"nan";"nan";0.98;1.29;0.12156;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1135;0.57;0.385;0.909;0;18.84;1;1;3;2;1;18.6303;191.719;18.015;0.914988;0.132308;0.407407;0.909;"nan";"nan"
"129d";2.25;1994;8.93229;7.32678;1605.51;452.551;1152.96;485;98;583;6.36819;12;65;0.717949;77;13;13;1.50769;34;1;34;34;0;1;34;0;0;"nan";98;65;1.50769;34;1;34;0;0;"nan";34;1;34;64.63;"nan";"nan";0.6;"nan";"nan";"nan";"nan";"nan";"nan";3.33;2.3;"nan";"nan";"nan";"nan";2.41;3.47;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.55;3;"nan";"nan";7.815;2;1;1;1;2;7.32678;452.551;36.03;"nan";"nan";0.0746269;"nan";"nan";"nan"
"129l";1.7;1994;21.7499;18.6584;3091.56;227.172;2864.39;1293;169;1462;7.28756;164;163;"nan";327;168;164;1.03681;10;4;2.5;0;0;0;"nan";0;0;"nan";169;163;1.03681;10;4;2.5;0;0;"nan";0;0;"nan";5.31;0;5.15;57.3;100;26;45.5142;0.16;"nan";"nan";1.75;1.07;0;100;"nan";"nan";1.07;1.75;0.103111;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.094;1.25;0.945;0.959;0;18.904;1;1;4;2;1;18.6584;227.172;18.015;0.928755;0.105263;0.555555;0.959;"nan";"nan"
"12as";2.2;1998;77.8825;73.2667;4615.72;958.678;3657.05;5117;267;5384;8.59119;330;207;0.8;537;334;332;1.28986;64;4;16;46;8;2;23;0;0;"nan";267;207;1.28986;64;4;16;0;0;"nan";46;2;23;14.53;0.31;15.56;17.9;43;2.7;6.6742;"nan";"nan";"nan";0.73;0.42;"nan";"nan";"nan";"nan";0.43;0.74;"nan";0;1;0;0;0;0;1;0;0;0;"nan";0.77;0.655;"nan";"nan";74.261;2;1;4;2;2;73.2667;958.678;36.03;"nan";"nan";0.145032;"nan";"nan";"nan"
"12ca";2.4;1992;31.0943;29.261;1833.3;265.999;1567.31;2026;89;2115;7.65681;260;89;"nan";349;262;260;1;2;2;1;0;0;0;"nan";2;2;1;87;87;1;0;0;"nan";0;0;"nan";0;0;"nan";17.48;0.8;4.11;13;21.2;33.3;19.465;"nan";"nan";"nan";1.57;1.47;"nan";"nan";"nan";"nan";1.47;1.57;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";29.545;1;1;2;2;1;29.261;265.999;18.015;"nan";"nan";1;"nan";"nan";"nan"
1200000000;1.9;1998;108.657;94.8392;13817.5;0;13817.5;6661;767;7428;8.91301;435;767;"nan";1202;435;435;1;0;0;"nan";0;0;0;"nan";0;0;"nan";767;767;1;0;0;"nan";0;0;"nan";0;0;"nan";9.68;1.16;6.61;31.4;14.3;18.2;19.1421;0.22;"nan";"nan";0.75;0.52;3.15;48.7;"nan";"nan";0.55;0.78;0.131705;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";47.456;2;2;0;0;2;47.4196;0;36.03;0.893782;0.11179;"nan";"nan";"nan";"nan"
"12gs";2.1;1999;51.2739;46.7555;4518.32;1257.6;3260.72;3261;263;3524;8.16735;210;185;0.85;395;214;214;1.42162;82;4;20.5;82;4;4;20.5;0;0;"nan";263;185;1.42162;82;4;20.5;0;0;"nan";82;4;20.5;5.52;0;9.14;55.7;100;10.1;23.6289;0.21;0.26;28.4;0.58;0.33;1.44;75;41.1992;0.914058;0.34;0.59;0.122832;0;1;0;0;0;0;1;0;0;0;0.16375;1.22;1.6975;0.907;0;48.049;2;1;4;2;2;46.7555;1257.6;36.03;0.93993;0.0150754;0.21873;"nan";0.907;"nan"
"130d";2.5;1994;9.06046;7.38289;1677.57;452.551;1225.02;441;150;591;6.38182;12;71;0.757576;83;15;15;2.11268;82;3;27.3333;84;6;3;28;0;0;"nan";150;71;2.11268;82;3;27.3333;0;0;"nan";84;3;28;106.97;"nan";"nan";0.1;"nan";"nan";"nan";"nan";"nan";"nan";3.51;2.23;"nan";"nan";"nan";"nan";2.41;3.62;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.3;1.97;"nan";"nan";7.871;2;1;1;1;2;7.38289;452.551;36.03;"nan";"nan";0.0746269;"nan";"nan";"nan"
"130l";1.7;1994;21.814;18.6143;3199.65;227.172;2972.47;1290;175;1465;7.28961;164;169;"nan";333;168;164;1.0355;10;4;2.5;0;0;0;"nan";0;0;"nan";175;169;1.0355;10;4;2.5;0;0;"nan";0;0;"nan";2.66;0;2.22;82.5;100;54.8;74.3137;0.16;"nan";"nan";1.66;1.1;0;100;"nan";"nan";1.1;1.66;0.104012;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1115;0.215;0.51;0.918;0;18.86;1;1;4;2;1;18.6143;227.172;18.015;0.920523;0.115502;0.555555;0.918;"nan";"nan"
"131d";1;1993;5.188;3.62041;1567.59;450.66;1116.93;239;92;331;5.80212;6;66;1;72;10;8;1.39394;30;4;7.5;28;0;2;14;2;2;1;90;64;1.40625;28;2;14;0;0;"nan";28;2;14;13.36;"nan";"nan";20.2;"nan";"nan";"nan";"nan";"nan";"nan";3.93;3.82;"nan";"nan";"nan";"nan";3.88;3.99;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.635;1.755;"nan";"nan";4.107;2;1;4;2;2;3.62041;450.66;36.03;"nan";"nan";0.641026;"nan";"nan";"nan"
"131l";1.7;1994;21.9401;18.6143;3325.75;227.172;3098.58;1290;182;1472;7.29438;164;176;"nan";340;168;164;1.03409;10;4;2.5;0;0;0;"nan";0;0;"nan";182;176;1.03409;10;4;2.5;0;0;"nan";0;0;"nan";8.37;0;3.7;37.2;100;36.9;46.8882;0.15;"nan";"nan";1.63;1.02;0;100;"nan";"nan";1.02;1.63;0.0900685;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1015;0.535;0.385;0.948;0;18.86;1;1;4;2;1;18.6143;227.172;18.015;0.923952;0.119048;0.555555;0.948;"nan";"nan"
"132d";"nan";1994;3.66339;3.66339;0;0;0;750;0;750;6.62007;12;0;"nan";12;12;12;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";6.54;"nan";"nan";50;"nan";"nan";"nan";"nan";"nan";"nan";3.1;2.54;"nan";"nan";"nan";"nan";2.55;3.1;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.327;2;1;0;0;0;7.32678;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"132l";1.8;1993;15.8996;14.4944;1405.17;0;1405.17;956;135;1091;6.99485;129;83;0.916667;212;134;134;1.62651;57;5;11.4;62;5;5;12.4;0;0;"nan";135;83;1.62651;57;5;11.4;0;0;"nan";62;5;12.4;9.05;0;7;33.9;100;16.5;29.9687;"nan";"nan";"nan";1.2;0.65;"nan";"nan";"nan";"nan";0.65;1.2;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.662;0.912;"nan";"nan";14.512;1;1;0;0;1;14.4944;0;18.015;"nan";"nan";"nan";"nan";"nan";"nan"
"133d";1.8;1994;4.5312;3.64846;882.735;0;882.735;201;89;290;5.66988;6;51;0.818182;57;8;8;1.7451;40;2;20;42;6;2;21;0;0;"nan";89;51;1.7451;40;2;20;0;0;"nan";42;2;21;10.47;"nan";"nan";28.4;"nan";"nan";"nan";0.18;"nan";"nan";3.34;2.16;0;100;"nan";"nan";2.19;3.58;0.266695;0;1;0;0;0;0;1;0;0;0;0.0815;1.45;1.375;0.9465;0;3.684;2;1;0;0;2;3.64846;0;36.03;0.746915;0.457627;"nan";"nan";0.9465;"nan"
"133l";1.77;1993;15.9987;14.7016;1297.08;0;1297.08;1027;72;1099;7.00216;130;72;"nan";202;130;130;1;0;0;"nan";0;0;0;"nan";0;0;"nan";72;72;1;0;0;"nan";0;0;"nan";0;0;"nan";5.46;0;5.71;55.7;100;22.6;41.5506;0.17;"nan";"nan";1.68;0.85;0;100;"nan";"nan";0.85;1.68;0.10705;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";14.72;1;1;0;0;1;14.7016;0;18.015;0.914168;0.123762;"nan";"nan";"nan";"nan"
